                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                0.52766,                 0.3129,                 1.1293,                0.92643,                0.87578,                0.92155,                0.64095,                 1.1559,                0.51195,                 1.9283,              0.0098035,              0.0098035,              0.0098035
                     75,                0.53158,                0.30558,                 1.1275,                0.92544,                0.87612,                0.92135,                0.65531,                 1.1294,                0.49714,                 1.8891,               0.009798,               0.009798,               0.009798
                     76,                0.52403,                0.32231,                 1.1302,                0.92375,                0.88028,                0.92437,                0.64764,                 1.1314,                0.50432,                 1.9262,              0.0097925,              0.0097925,              0.0097925
                     77,                0.52083,                0.31394,                 1.1131,                0.95675,                0.86505,                0.92373,                0.65521,                 1.1312,                0.49849,                 1.9583,              0.0097869,              0.0097869,              0.0097869
                     78,                0.51881,                0.29879,                  1.122,                0.93326,                0.87093,                0.92191,                0.66395,                 1.1279,                0.48659,                 1.9221,              0.0097812,              0.0097812,              0.0097812
                     79,                0.52442,                0.30976,                 1.1222,                0.92513,                0.86367,                 0.9162,                0.64721,                 1.1404,                0.50904,                 1.9747,              0.0097754,              0.0097754,              0.0097754
                     80,                0.52011,                0.32093,                  1.117,                0.93664,                0.87474,                0.92552,                0.64646,                 1.1335,                0.50081,                 1.9979,              0.0097696,              0.0097696,              0.0097696
                     81,                0.51983,                0.31658,                 1.1129,                0.94249,                0.86194,                0.92121,                0.64302,                 1.1556,                0.50448,                  1.986,              0.0097637,              0.0097637,              0.0097637
                     82,                0.51345,                0.30339,                 1.1146,                0.94203,                0.87716,                0.92869,                0.65443,                 1.1389,                0.49687,                 1.9222,              0.0097577,              0.0097577,              0.0097577
                     83,                0.52166,                0.31617,                 1.1161,                0.94877,                0.87785,                0.92928,                0.65355,                 1.1355,                0.49447,                 1.9285,              0.0097517,              0.0097517,              0.0097517
                     84,                0.51319,                0.30243,                 1.1233,                0.94122,                0.87543,                0.92666,                0.65441,                 1.1326,                0.49452,                 1.9662,              0.0097456,              0.0097456,              0.0097456
                     85,                0.51143,                0.30433,                 1.1157,                0.92917,                0.88062,                 0.9241,                0.64376,                 1.1531,                0.50746,                 1.9781,              0.0097394,              0.0097394,              0.0097394
