                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                0.33174,                0.46433,                0.23289,                 0.9655,                      1,                      1,                  0.995,                0.93003,                      1,                      1,                  0.995,                0.95742,                0.51252,                0.41876,                 0.2836,                 1.1495,                0.00171,                0.00171,                0.00171
                     53,                0.33341,                0.45716,                0.22774,                 0.9577,                      1,                      1,                  0.995,                0.90246,                      1,                      1,                  0.995,                0.94071,                 0.5156,                0.44588,                0.25098,                 1.1637,               0.001699,               0.001699,               0.001699
                     54,                0.33763,                0.44626,                0.22953,                0.96147,                      1,                      1,                  0.995,                0.93328,                      1,                      1,                  0.995,                0.93585,                0.48471,                0.44909,                0.27187,                 1.0901,              0.0016877,              0.0016877,              0.0016877
                     55,                0.33818,                0.49776,                0.25242,                0.96686,                      1,                      1,                  0.995,                0.92553,                      1,                      1,                  0.995,                0.90705,                0.50313,                0.45313,                0.25851,                 1.1873,              0.0016763,              0.0016763,              0.0016763
                     56,                0.30865,                0.46297,                0.22927,                0.94396,                      1,                      1,                  0.995,                0.92617,                      1,                      1,                  0.995,                 0.9169,                0.47549,                0.52936,                0.27508,                0.99609,              0.0016647,              0.0016647,              0.0016647
                     57,                0.31691,                0.46191,                0.22817,                0.93849,                      1,                      1,                  0.995,                0.90877,                      1,                      1,                  0.995,                0.90942,                0.46365,                0.49746,                0.24352,                0.96557,               0.001653,               0.001653,               0.001653
                     58,                0.31155,                0.43754,                0.22487,                0.93269,                      1,                      1,                  0.995,                  0.898,                      1,                      1,                  0.995,                0.91242,                0.51513,                0.52346,                0.24875,                 1.0183,               0.001641,               0.001641,               0.001641
                     59,                0.31393,                  0.443,                0.23357,                0.94187,                      1,                      1,                  0.995,                 0.8921,                      1,                      1,                  0.995,                 0.9536,                0.49138,                0.44486,                0.34357,                 1.0517,               0.001629,               0.001629,               0.001629
                     60,                0.31662,                0.45794,                0.22884,                0.94381,                      1,                      1,                  0.995,                0.92075,                      1,                      1,                  0.995,                0.94922,                0.52121,                0.49971,                0.25537,                 1.1671,              0.0016168,              0.0016168,              0.0016168
                     61,                0.29881,                0.45805,                 0.2143,                0.93536,                      1,                      1,                  0.995,                0.93476,                      1,                      1,                  0.995,                0.93927,                  0.453,                0.47687,                0.27467,                  1.068,              0.0016044,              0.0016044,              0.0016044
                     62,                0.30684,                0.46308,                0.21928,                0.94684,                      1,                      1,                  0.995,                0.94492,                      1,                      1,                  0.995,                0.93476,                0.42461,                0.46607,                0.32519,                0.99702,              0.0015919,              0.0015919,              0.0015919
                     63,                0.30404,                0.44226,                0.22184,                0.91951,                      1,                      1,                  0.995,                0.92276,                      1,                      1,                  0.995,                0.91349,                0.48193,                0.46425,                0.32109,                 1.1033,              0.0015793,              0.0015793,              0.0015793
                     64,                0.29996,                0.52392,                0.23159,                0.93164,                      1,                      1,                  0.995,                0.95625,                      1,                      1,                  0.995,                0.94105,                0.43576,                0.42025,                0.25051,                 1.0515,              0.0015665,              0.0015665,              0.0015665
                     65,                0.29608,                0.46976,                0.21325,                0.93617,                      1,                      1,                  0.995,                 0.9016,                      1,                      1,                  0.995,                0.93585,                0.47971,                0.49363,                0.25115,                 1.0796,              0.0015535,              0.0015535,              0.0015535
                     66,                0.29625,                0.43769,                0.21627,                0.93804,                      1,                      1,                  0.995,                0.90861,                      1,                      1,                  0.995,                0.92717,                 0.4666,                0.50219,                0.25969,                 1.1109,              0.0015405,              0.0015405,              0.0015405
                     67,                0.30944,                0.44361,                 0.2176,                0.94741,                      1,                      1,                  0.995,                0.91964,                      1,                      1,                  0.995,                0.90537,                0.50429,                  0.502,                0.26401,                 1.0688,              0.0015273,              0.0015273,              0.0015273
                     68,                0.30984,                0.43488,                0.22778,                0.93331,                      1,                      1,                  0.995,                0.93999,                      1,                      1,                  0.995,                 0.9287,                0.44936,                0.42029,                0.25386,                 1.2018,               0.001514,               0.001514,               0.001514
                     69,                0.30104,                0.42558,                0.20968,                0.93222,                      1,                      1,                  0.995,                0.92592,                      1,                      1,                  0.995,                0.92372,                 0.4542,                0.48227,                0.26294,                  1.143,              0.0015005,              0.0015005,              0.0015005
                     70,                0.29431,                0.43959,                0.21487,                0.93418,                      1,                      1,                  0.995,                0.94142,                      1,                      1,                  0.995,                0.94611,                0.46321,                0.48127,                0.24521,                 1.1593,              0.0014869,              0.0014869,              0.0014869
                     71,                0.28778,                0.43173,                0.20759,                0.92501,                      1,                      1,                  0.995,                0.95247,                      1,                      1,                  0.995,                0.94593,                0.44513,                0.49523,                0.22317,                 1.0897,              0.0014733,              0.0014733,              0.0014733
