                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.50589,                 0.2772,                  1.381,                0.97951,                 0.9428,                 0.9653,                0.69146,                 1.0748,                0.40762,                  2.414,             0.00093233,             0.00093233,             0.00093233
                    108,                0.49913,                0.27246,                 1.3863,                0.97746,                0.94083,                0.96547,                0.69512,                 1.0604,                0.40224,                  2.379,             0.00091683,             0.00091683,             0.00091683
                    109,                0.49823,                0.27544,                 1.3849,                0.97342,                0.93886,                 0.9651,                 0.6976,                 1.0669,                0.41063,                 2.3576,             0.00090136,             0.00090136,             0.00090136
                    110,                0.50309,                0.27342,                 1.3941,                0.97379,                0.95266,                0.97111,                0.69573,                 1.0743,                0.40318,                 2.3862,             0.00088592,             0.00088592,             0.00088592
                    111,                0.50218,                0.27734,                 1.4013,                0.97342,                0.93886,                0.96462,                 0.6908,                 1.0688,                0.39931,                 2.4243,             0.00087051,             0.00087051,             0.00087051
                    112,                0.50129,                0.27398,                 1.3816,                0.98148,                0.94083,                0.96626,                0.69356,                   1.09,                0.41059,                 2.3818,             0.00085513,             0.00085513,             0.00085513
                    113,                0.50594,                0.27829,                 1.3551,                0.98146,                0.93491,                0.96399,                0.69589,                 1.0663,                0.40035,                 2.3388,             0.00083979,             0.00083979,             0.00083979
                    114,                0.49537,                0.27129,                   1.38,                0.94622,                0.93688,                0.96105,                0.68476,                 1.0829,                0.41953,                 2.4729,             0.00082449,             0.00082449,             0.00082449
                    115,                0.50167,                0.27021,                  1.354,                0.97959,                0.94675,                0.96934,                0.69046,                  1.091,                0.40001,                 2.4571,             0.00080924,             0.00080924,             0.00080924
                    116,                0.50439,                0.27476,                 1.3609,                0.97972,                0.95266,                0.97227,                0.69938,                 1.0652,                0.39237,                 2.4385,             0.00079404,             0.00079404,             0.00079404
                    117,                0.49082,                0.26831,                 1.3551,                0.97764,                0.94872,                0.96967,                0.69615,                 1.0691,                0.39207,                 2.3695,             0.00077889,             0.00077889,             0.00077889
