                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.0689,                 1.2461,                0.75462,                0.99009,                    0.6,                0.51812,                0.59172,                0.47326,                    0.6,                0.51812,                0.59172,                 0.4351,                0.92241,                 1.1831,                0.87683,                0.90116,              0.0012949,              0.0012949,              0.0012949
                     66,                 1.0984,                 1.2219,                0.75568,                0.99879,                0.97619,                0.68478,                0.84072,                0.60728,                0.97619,                0.68478,                0.84072,                0.58675,                 1.0748,                 1.2439,                0.79742,                0.91198,               0.001284,               0.001284,               0.001284
                     67,                 1.0809,                 1.2165,                0.73221,                0.99807,                  0.875,                0.70652,                0.82133,                0.61528,                  0.875,                0.70652,                0.82133,                0.56972,                 1.0372,                 1.2388,                0.74841,                0.91184,               0.001273,               0.001273,               0.001273
                     68,                 1.0449,                 1.2492,                0.72735,                0.98245,                      1,                0.62319,                0.81153,                0.65616,                      1,                0.62319,                0.81153,                0.60748,                 1.0037,                  1.149,                0.72691,                0.88744,              0.0012619,              0.0012619,              0.0012619
                     69,                 1.0433,                 1.2378,                0.70914,                0.98971,                0.88626,                0.62319,                0.75417,                0.59978,                0.88626,                0.62319,                0.75417,                0.56666,                 1.0516,                 1.2395,                0.75897,                0.91013,              0.0012507,              0.0012507,              0.0012507
                     70,                 1.0518,                 1.2165,                0.70667,                0.98073,                0.81061,                0.78986,                0.81586,                0.60211,                0.81061,                0.78986,                0.81586,                0.56747,                0.99638,                 1.2206,                0.67013,                0.88315,              0.0012394,              0.0012394,              0.0012394
                     71,                 1.0575,                 1.2115,                0.72034,                0.97473,                0.85227,                0.70652,                0.80038,                0.52794,                0.85227,                0.70652,                0.80038,                0.48569,                0.96982,                 1.3037,                0.74251,                0.88725,               0.001228,               0.001228,               0.001228
                     72,                0.99945,                 1.2181,                0.68293,                 0.9672,                  0.875,                0.70652,                0.75945,                0.55392,                  0.875,                0.70652,                0.75945,                0.47335,                0.94967,                   1.32,                0.70212,                0.89642,              0.0012165,              0.0012165,              0.0012165
                     73,                0.98433,                  1.217,                0.68223,                0.97809,                   0.75,                0.62319,                0.64486,                  0.473,                   0.75,                0.62319,                0.64486,                0.44004,                0.91786,                 1.1621,                0.76094,                0.90491,              0.0012049,              0.0012049,              0.0012049
                     74,                0.98705,                  1.182,                0.69079,                0.96824,                0.72082,                0.56159,                0.62379,                0.50919,                0.72082,                0.56159,                0.62379,                0.46292,                0.97532,                 1.2115,                0.75652,                 0.9039,              0.0011932,              0.0011932,              0.0011932
                     75,                 1.0121,                  1.194,                0.70089,                0.96847,                   0.75,                0.64493,                0.65566,                0.49307,                   0.75,                0.64493,                0.65566,                0.48995,                0.99322,                 1.2339,                0.75967,                0.88074,              0.0011814,              0.0011814,              0.0011814
                     76,                 1.0051,                 1.2111,                 0.6747,                0.97432,                0.83333,                0.64493,                0.73872,                0.56882,                0.83333,                0.64493,                0.73872,                0.52679,                0.94379,                  1.186,                0.75807,                0.85865,              0.0011695,              0.0011695,              0.0011695
                     77,                0.97159,                 1.1773,                0.65577,                0.96237,                0.66667,                0.56159,                0.59997,                0.46267,                0.66667,                0.56159,                0.59997,                  0.438,                0.93387,                 1.1771,                0.73775,                 0.8819,              0.0011576,              0.0011576,              0.0011576
                     78,                 1.0418,                  1.199,                0.68288,                0.98129,                    0.8,                0.70652,                0.71437,                0.51517,                    0.8,                0.70652,                0.71437,                0.48366,                 0.9937,                 1.1585,                0.73375,                0.88357,              0.0011456,              0.0011456,              0.0011456
                     79,                  1.096,                 1.2342,                0.70817,                0.98783,                   0.75,                0.64493,                0.71108,                0.52382,                   0.75,                0.64493,                0.71108,                0.52861,                 1.0603,                 1.2454,                0.78249,                0.91002,              0.0011335,              0.0011335,              0.0011335
                     80,                 1.0574,                 1.2103,                0.70225,                0.97291,                0.85227,                0.70652,                0.75851,                 0.5209,                  0.875,                0.72826,                0.77025,                0.58436,                0.95675,                 1.0813,                0.76291,                0.91218,              0.0011213,              0.0011213,              0.0011213
                     81,                 1.0193,                 1.1816,                0.68961,                0.96743,                0.66667,                0.56159,                0.64122,                0.53503,                0.66667,                0.56159,                0.64122,                0.47426,                 1.0016,                 1.2397,                0.72859,                0.85963,              0.0011091,              0.0011091,              0.0011091
                     82,                0.99726,                 1.1696,                0.66367,                0.95297,                0.83333,                0.64493,                0.76705,                0.59592,                0.83333,                0.64493,                0.76705,                0.57911,                0.94544,                 1.1608,                0.64455,                 0.8518,              0.0010968,              0.0010968,              0.0010968
